EMPLOYEE#,SURNAME,GENDER,FIRST_NAME,Person Clevel,Position Clevel,Clevel3 Description,Clevel4 Description2,Clevel6 Description3,TITLE,CATEGORY,CLASSIFICATION,STEP#,JOB#,COMMENCE_DATE,OCCUP_TERM_DATE,Person FTE,Position FTE,EMP_STATUS,POSITION#
00006635,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Customer Service Senior Officer,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010407
00163846,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,16,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00025355,,M,,1N01AB000,1N01AB000,Information Technology Services,IT - Information Services,IT - Information Services,Senior Solutions Analyst/Programmer,GE,HEO7A,05,02,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000010792
00665342,,M,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00670138,,F,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Lecturer in Sociology,AC,ATB,06,30,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000013015
00681574,,M,,1B13AE030,1B13AE030,Faculty of SABL,UNE Business School,UNE Business School - Economics,Professor of Agribusiness/Value Chains,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,1209
00690284,,M,,1B12AB050,1B12AB050,Faculty of HASS & Education,School of Education,School of Education - Contextual Studies,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013342
00692267,,M,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Casual Academic,AC,CA,01,01,29/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013340
00692269,,F,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Casual Academic,AC,CA,01,01,29/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013340
00690313,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO4,GE,CAS4,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00025056,,M,,1L02AB000,1L02AB000,"Research Centres, Institutes, CRCs",Animal Genetics & Breeding Unit,Animal Genetics & Breeding Unit,"Director, AGBU",AC,ATE,01,02,15/Apr/2018 ,14/Apr/2023 ,1,1,TE,0000007943
00691428,,M,,1M02AA000,1M02AA000,UNE International,UNE International,UNE International,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000008795
00679340,,M,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Casual General HEO 6,GE,CAS6,01,06,30/Jun/2018 ,29/Sep/2018 ,0,0,CA,0000013326
00190534,,F,,1B13AF000,1B13AF000,Faculty of SABL,Institute for Rural Futures,Institute for Rural Futures,Associate Professor,AC,ATD,01,04,01/Jan/2018 ,01/Jan/2020 ,1,1,TE,2017
00690219,,M,,1N01AA000,1N01AA000,Information Technology Services,Information Technology Services,Information Technology Services,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013354
00019978,,F,,1B12AC150,1B12AC150,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - History,Senior Lecturer,AC,ATC,05,05,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009744
00658280,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Child Care Worker,GE,HEO4A,04,03,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000008971
00688064,,F,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013299
00665581,,F,,1B12AA000,1B12AA000,Faculty of HASS & Education,Office of Faculty of HASS & Education,Office of Faculty of HASS & Education,Academic Administration Officer,GE,HEO5A,05,03,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000009915
00690252,,F,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Casual Student Rate 1,GE,HEOS1,01,01,01/Jul/2018 ,22/Dec/2018 ,0,0,CA,0000013326
00100533,,F,,1G01AB000,1G01AB000,Financial Services,Accounts Payable,Accounts Payable,Accounts Payable Officer,GE,HEO5A,05,07,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000012587
00086620,,M,,1K03AC060,1K03AC060,University Library,Scholarly Resources,Library Content and Discovery,Library Discovery and Web Services Administrator,GE,HEO6A,05,22,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000007664
00691319,,F,,1B12AC010,1B12AC010,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - English,Lecturer in English Literary Studies,AC,ATB,06,01,29/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013974
00170536,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Educational Support Officer,GE,HEO5A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000013063
00691732,,F,,1B13AB000,1B13AB000,Faculty of SABL,School of Environmental & Rural Science,School of Environmental & Rural Science Office,Casual General HEO 2,GE,CAS2,01,01,30/Jun/2018 ,22/Dec/2018 ,0,0,CA,0000008615
00686578,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual General HEO 1,GE,CAS1,01,06,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013696
00682066,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Lecturer in Nursing,AC,ATB,03,04,05/Mar/2018 ,31/Dec/2049 ,1,1,PE,0000013485
00668720,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00660513,,F,,1B12AC190,1B12AC190,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Geography & Planning,Associate Professor,AC,ATD,02,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,1009
00691094,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Casual General HEO1,GE,CAS1,01,01,30/Jun/2018 ,09/Mar/2019 ,0,0,CA,0000008457
00025421,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Psychology Clinic Director,AC,ATC,01,09,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011867
00610866,,F,,1N02AE000,1N02AE000,Human Resource Services,HRS - Services and Support,HRS - Services and Support,HR Services Officer,GE,HEO5A,05,05,19/Feb/2018 ,31/Dec/2049 ,0.6,1,PE,0000009840
00671086,,M,,1B12AA000,1B12AA000,Faculty of HASS & Education,Office of Faculty of HASS & Education,Office of Faculty of HASS & Education,"Manager, Office for Professional Learning",GE,HEO8A,05,05,25/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000006375
00680675,,M,,1B12AB060,1B12AB060,Faculty of HASS & Education,School of Education,School of Education - School Experience Practicum,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013343
00675638,,M,,1B13AB010,1B13AB010,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Agronomy & Soil Science,Associate Lecturer in Precision Agriculture,AC,ATA,02,08,01/Jan/2018 ,31/Dec/2019 ,1,1,TE,0000012883
00676873,,F,,1B14AB020,1B14AB020,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Pharmacy,Lecturer Clinical Placements (Pharmacy),AC,ATB,01,01,30/Apr/2018 ,31/Dec/2049 ,0.6,1,PE,0000012254
00689493,,M,,1B13AC060,1B13AC060,Faculty of SABL,School of Science & Technology,School of S&T - Biomedical Science,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013329
00686273,,F,,1N04AC000,1N04AC000,UNE Life,Medical Centre,Medical Centre,Medical Receptionist,GE,HEO3A,05,04,04/Jan/2018 ,31/Dec/2049 ,0.6,1,PE,0000013357
00056337,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,Office Manager,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011163
00130244,,M,,1B12AC160,1B12AC160,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences","HASS - Politicial, I'National & Indigenous Studies",Senior Lecturer,AC,ATC,01,11,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,3789
00685043,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00663946,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Senior Student Support Officer (Special Needs),GE,HEO7A,01,20,01/May/2018 ,03/Dec/2018 ,0.4,1,TE,0000007023
00666373,,M,,1B13AE010,1B13AE010,Faculty of SABL,UNE Business School,UNE Business School - Accounting & Finance,Senior Lecturer in Accounting,AC,ATC,04,17,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009335
00664775,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual General HEO1,GE,CAS1,01,03,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013696
00658447,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,"Examinations, Results & Timetabling Senior Officer",GE,HEO5A,05,07,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011924
00023208,,F,,1B12AC160,1B12AC150,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - History,Lecturer in Aboriginal Studies,AC,ATB,01,13,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007663
00689584,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00690176,,F,,1B13AB080,1B13AB080,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Zoology,Postdoctoral Research Fellow,AC,ARA,02,01,30/Jun/2018 ,29/Jun/2020 ,1,1,TE,0000013719
00670650,,F,,1N04AB000,1N04AB000,UNE Life,Yarm Gwanga,Yarm Gwanga,Child Care Assistant,GE,HEO3A,05,06,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000009694
00658229,,M,,1B13AE000,1B13AE000,Faculty of SABL,UNE Business School,UNE Business School Office,Finance & Projects Officer,GE,HEO5A,05,02,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000007045
00675008,,M,,1N01AD000,1N01AD000,Information Technology Services,IT - Infrastructure Services,IT - Infrastructure Services,Senior Server Administrator,GE,HEO8A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000010184
00656087,,F,,1K01AA000,1K01AA000,Teaching and Learning,Teaching and Learning,Teaching and Learning,Academic Success Adviser Team Leader,AC,ATC,06,06,01/Jan/2018 ,12/Dec/2018 ,0.5,1,TE,0000013987
00680652,,M,,1B13AB050,1B13AB050,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Earth Sciences,Lecturer in Earth Sciences (Palaeontology),AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012727
00691910,,M,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Student Engagement Officer,GE,HEO5A,01,01,28/May/2018 ,27/May/2019 ,1,1,TE,0000014118
00690100,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013391
00688150,,M,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Casual Academic,AC,CA,01,01,30/Jun/2018 ,31/Oct/2018 ,0,0,CA,0000013347
00674561,,M,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Senior Lecturer in Sociology,AC,ATC,06,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012089
00691788,,F,,1B13AB020,1B13AB020,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Animal Science,Casual Student Rate 1,GE,HEOS1,01,01,30/Jun/2018 ,29/Sep/2018 ,0,0,CA,0000013319
00672345,,F,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Senior Lecturer in Rural Medicine,AC,ATC,01,01,01/Jan/2018 ,31/Dec/2049 ,0.1,0.1,PE,0000013837
00680220,,F,,1B10AA000,1B10AA000,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala Aboriginal Centre,Oorala ITAS Tutor,AC,ITAS,01,02,30/Jun/2018 ,08/Mar/2019 ,0,0,CANL,0000006719
00023942,,F,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Associate Professor in Special and Inclusive Education,AC,ATD,04,10,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000009013
00691787,,F,,1B13AE020,1B13AE020,Faculty of SABL,UNE Business School,UNE Business School - Management,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013335
00677143,,F,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Lecturer in Professional Classroom Practice,AC,ATB,02,02,16/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000012920
00689288,,F,,1B13AB050,1B13AB050,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Earth Sciences,Postdoctoral Research Fellow,AC,ARA,02,01,01/Feb/2018 ,31/Jan/2020 ,1,1,TE,0000013720
00665313,,M,,1B13AB090,1B13AB090,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Rural Properties,Casual General HEO4,GE,CAS4,01,10,30/Jun/2018 ,22/Dec/2018 ,0,0,CA,0000013317
00660869,,F,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Associate Professor in Psychology,AC,ATD,03,47,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012297
00681537,,M,,1N05AA000,1N05AA000,UNE Residential System,UNE Residential System,UNE Residential System,Director UNE Residential Accommodation,EXEC,369,,01,07/Jul/2017 ,18/Nov/2018 ,1,1,TE,0000011644
00150879,,M,,1G01AB000,1G01AB000,Financial Services,Accounts Payable,Accounts Payable,Accounts Payable Supervisor,GE,HEO6A,05,03,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000012584
00687243,,M,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Casual General HEO2,GE,CAS2,01,03,30/Jun/2018 ,29/Sep/2018 ,0,0,CA,0000013323
00688925,,M,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013391
00673577,,F,,1B12AD000,1B12AD000,Faculty of HASS & Education,SiMERR,SiMERR,Executive Assistant,GE,HEO6A,05,01,01/Jan/2018 ,31/Dec/2018 ,1,1,TE,0000010638
00682481,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Senior Lecturer in Computational Science,AC,ATC,03,02,12/Apr/2018 ,31/Dec/2049 ,1,1,PE,0000013912
00689545,,M,,1N01AC000,1N01AC000,Information Technology Services,IT - Client Services,IT - Client Services,Casual Student Rate 2,GE,HEOS2,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008760
00660829,,M,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Administrative Assistant,GE,HEO4A,04,01,30/Jan/2017 ,31/Dec/2049 ,1,1,PE,0000012779
00687523,,F,,1B14AA000,1B14AA000,Faculty of Medicine & Health,Office of Faculty of Medicine and Health,Office of Faculty of Medicine and Health,School Academic Manager,GE,HEO7A,05,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011378
00686933,,F,,1B12AB030,1B12AB030,Faculty of HASS & Education,School of Education,School of Education - Learning & Teaching,Lecturer in Early Childhood Education,AC,ATB,04,01,11/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012919
00690412,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,02,12/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00687184,,M,,1B13AC030,1B13AC030,Faculty of SABL,School of Science & Technology,School of S&T - Computer Science,Casual General HEO6,GE,CAS6,01,04,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013700
00689106,,F,,1N03AD000,1N03AD000,Facilities Management Services,FMS - Capital Development,FMS - Capital Development,Project Coordinator,GE,HEO7A,01,02,01/Jan/2018 ,24/Sep/2021 ,1,1,TE,0000013435
00683448,,M,,1B14AC010,1B14AC010,Faculty of Medicine & Health,School of Psychology & Behavioural Science,Psychology & Behavioural Science - Psychology,Professor in Psychology,AC,ATE,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000014015
00676472,,M,,1B13AE010,1B13AE010,Faculty of SABL,UNE Business School,UNE Business School - Accounting & Finance,Lecturer in Finance,AC,ATB,01,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000011546
00688804,,F,,1B13AD000,1B13AD000,Faculty of SABL,School of Law,School of Law Office,Casual General HEO3,GE,CAS3,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000009543
00691794,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Senior Data Scientist,EXEC,369,,01,25/May/2018 ,07/May/2019 ,1,1,TE,0000014129
00689157,,M,,1B12AC210,1B12AC210,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Sociology and Criminology,Casual Academic,AC,CA,01,03,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013299
00158873,,F,,1B13AC040,1B13AC040,Faculty of SABL,School of Science & Technology,School of S&T - Mathematics,Senior Lecturer,AC,ATC,01,11,01/Jan/2018 ,31/Dec/2049 ,0.5,1,PE,0000009205
00677861,,M,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Casual General HEO5,GE,CAS5,01,09,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008744
00674831,,M,,1L02AB000,1L02AB000,"Research Centres, Institutes, CRCs",Animal Genetics & Breeding Unit,Animal Genetics & Breeding Unit,Senior Research Fellow (Beef Cattle Genetics),AC,ARC,06,01,01/Jan/2018 ,31/Dec/2019 ,1,1,TE,0000006974
00685138,,F,,1B13AC070,1B13AC070,Faculty of SABL,School of Science & Technology,School of S&T - Exercise & Sports Science,Lecturer in Sports Science,AC,ATB,05,02,02/Jan/2018 ,01/Jan/2019 ,0.5,1,TE,0000012020
00137562,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,30,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00679807,,M,,1B14AB010,1B14AB010,Faculty of Medicine & Health,School of Rural Medicine,School of Rural Medicine - Medicine,Casual Academic,AC,CA,01,01,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000011477
00610997,,F,,1K01AB010,1K01AB010,Teaching and Learning,Learning Support,English Language Centre,Language Instructor,GE,AELCT,10,09,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000011501
00659548,,F,,1B13AD010,1B13AD010,Faculty of SABL,School of Law,Law,Casual Academic,AC,CA,01,06,30/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000008896
00678339,,F,,1M07AC000,1M07AC000,"Advancement, Communications and Events",Corporate Communication and Media,Corporate Communication and Media,Corporate Communications Officer,GE,HEO7A,04,02,27/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000013215
00687153,,M,,1B13AC000,1B13AC000,Faculty of SABL,School of Science & Technology,School of Science & Technology Office,Livestock App Building Project - Product Manager,EXEC,369,,01,01/Jan/2018 ,31/May/2019 ,1,1,TE,0000013471
00678323,,M,,1B13AC020,1B13AC020,Faculty of SABL,School of Science & Technology,School of S&T - Physics & Electronics,Senior Lecturer in Physics (Applied Physics/Telecommunications),AC,ATC,04,01,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000012327
00692102,,F,,1B14AD050,1B14AD050,Faculty of Medicine & Health,School of Health,School of Health - Social Work,Casual Academic,AC,CA,01,01,07/Jun/2018 ,08/Mar/2019 ,0,0,CA,0000013347
00655830,,F,,1M01AC000,1M01AC000,Marketing and Public Affairs,M & PA - Market Engagement,M & PA - Market Engagement,Faculty Marketing Officer,GE,HEO6A,05,04,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000011606
00658104,,M,,1N05AE000,1N05AE000,UNE Residential System,Mary White College,Mary White College,Office Manager,GE,HEO5A,05,01,23/Dec/2016 ,31/Dec/2049 ,1,1,PE,0000008672
00691888,,F,,1B13AB060,1B13AB060,Faculty of SABL,School of Environmental & Rural Science,School of E&RS - Ecosystem Management,Lecturer in Vegetation Management,AC,ATB,05,01,01/Jun/2018 ,31/May/2021 ,1,1,TE,0000008214
00682676,,M,,1B12AC180,1B12AC180,Faculty of HASS & Education,"School of Humanities, Arts & Social Sciences",School of HASS - Philosophy & Religion,Lecturer in the Philosophy of Science,AC,ATB,03,04,01/Jun/2018 ,31/Dec/2049 ,1,1,PE,0000006020
00613035,,M,,1B12AB050,1B12AB050,Faculty of HASS & Education,School of Education,School of Education - Contextual Studies,Associate Professor,AC,ATD,01,01,01/Jan/2018 ,31/Dec/2049 ,0.6,1,PE,0000008118
00687396,,F,,1B14AD010,1B14AD010,Faculty of Medicine & Health,School of Health,School of Health - Nursing,Casual Academic,AC,CA,01,02,30/Jun/2018 ,21/Dec/2018 ,0,0,CA,0000013391
00024515,,F,,1K08AA000,1K08AA000,Student Success,Student Success,Student Success,Customer Service Officer,GE,HEO4A,04,04,01/Jan/2018 ,31/Dec/2049 ,1,1,PE,0000010006
